,sex,income
9532,female,
9533,male,257.0
9534,male,
9535,male,232.0
9536,male,
9537,female,
9538,male,
9539,female,56.0
9540,male,468.0
9541,male,
9542,male,
9543,male,
9544,female,145.0
9545,female,
9546,male,
9547,male,
9548,female,
9549,male,
9550,male,
9551,female,
9552,male,95.0
9553,female,
9554,female,
9555,female,
9556,female,
9557,female,
9558,male,105.0
9559,female,175.0
9560,female,
9561,female,
9562,male,
9563,female,
9564,female,
9565,male,
9566,female,
9567,male,
9568,female,
9569,female,
9570,male,
9571,female,
9572,male,
9573,female,
9574,male,
9575,female,
9576,male,
9577,female,64.0
9578,male,
9579,female,
9580,female,
9581,male,
9582,male,
9583,female,
9584,male,
9585,male,300.0
9586,female,150.0
9587,male,
9588,male,
9589,male,
9590,female,
9591,male,
9592,female,
9593,female,
9594,female,
9595,female,
9596,male,
9597,female,
9598,female,
9599,male,583.0
9600,female,
9601,female,117.0
9602,female,97.0
9603,male,366.0
9604,male,
9605,male,15.0
9606,female,15.0
9607,male,350.0
9608,female,
9609,female,
9610,male,
9611,female,
9612,female,
9613,female,
9614,male,397.0
9615,female,
9616,male,194.0
9617,female,
9618,male,
9619,female,375.0
9620,male,
9621,male,
9622,female,
9623,female,226.0
9624,male,367.0
9625,male,
9626,female,
9627,female,
9628,male,
9629,male,
9630,female,
9631,male,300.0
9632,female,300.0
9633,male,
9634,female,
9635,male,
9636,female,
9637,male,
9638,female,
9639,male,203.0
9640,female,166.0
9641,female,
9642,female,
9643,female,218.0
9644,male,188.0
9645,female,
9646,male,
9647,male,
9648,male,
9649,female,
9650,female,27.0
9651,female,
9652,female,
9653,male,291.0
9654,male,
9655,male,
9656,female,171.0
9657,female,168.0
9658,male,
9659,male,
9660,female,
9661,male,
9662,male,
9663,female,525.0
9664,male,
9665,male,
9666,female,
9667,male,13.0
9668,male,27.0
9669,female,27.0
9670,male,375.0
9671,female,60.0
9672,female,
9673,female,
9674,female,
9675,female,
9676,male,
9677,female,27.0
9678,female,
9679,female,135.0
9680,male,
9681,male,210.0
9682,female,254.0
9683,female,215.0
9684,male,
9685,female,
9686,female,
9687,male,
9688,female,
9689,female,
9690,male,
9691,female,
9692,female,
9693,female,
9694,female,27.0
9695,male,
9696,female,
9697,male,208.0
9698,female,
9699,female,
9700,female,
9701,male,
9702,male,
9703,female,27.0
9704,female,
9705,male,
9706,female,
9707,male,
9708,female,
9709,male,
9710,female,
9711,female,
9712,female,
9713,male,
9714,female,
9715,female,
9716,male,
9717,female,
9718,male,
9719,female,
9720,male,208.0
9721,male,
9722,female,
9723,male,
9724,female,
9725,male,
9726,female,
9727,female,
9728,female,
9729,male,
9730,female,
9731,female,
9732,female,
9733,male,
9734,female,
9735,female,
9736,female,
9737,female,
9738,male,
9739,female,
9740,male,
9741,female,70.0
9742,female,
9743,female,
9744,female,
9745,female,
9746,female,
9747,male,
9748,female,
9749,male,
9750,male,403.0
9751,female,318.0
9752,male,108.0
9753,female,80.0
9754,female,
9755,male,
9756,female,
9757,female,
9758,female,
9759,male,
9760,female,693.0
9761,female,
9762,male,
9763,female,288.0
9764,female,204.0
9765,male,
9766,female,
9767,male,345.0
9768,female,
9769,male,
9770,female,265.0
9771,male,
9772,male,
9773,female,
9774,male,
9775,male,
9776,female,
9777,male,
9778,male,30.0
9779,female,27.0
9780,male,308.0
9781,female,
9782,male,180.0
9783,female,
9784,male,
9785,female,43.0
9786,male,337.0
9787,female,
9788,female,
9789,male,
9790,female,140.0
9791,male,
9792,female,
9793,male,383.0
9794,female,
9795,female,
9796,female,
9797,female,27.0
9798,male,
9799,female,
9800,female,173.0
9801,male,
9802,male,200.0
9803,female,212.0
9804,female,
9805,male,725.0
9806,female,
9807,female,
9808,male,
9809,male,1282.0
9810,female,210.0
9811,female,
9812,female,
9813,male,175.0
9814,female,266.0
9815,male,
9816,male,682.0
9817,female,254.0
9818,female,221.0
9819,male,
9820,male,
9821,female,238.0
9822,female,216.0
9823,male,
9824,male,
9825,female,
9826,male,507.0
9827,female,
9828,male,
9829,female,
9830,male,168.0
9831,female,199.0
9832,male,301.0
9833,female,
9834,male,
9835,male,
9836,male,
9837,female,
9838,male,408.0
9839,female,
9840,female,
9841,female,
9842,male,
9843,female,
9844,male,
9845,male,
9846,female,
9847,male,
9848,female,
9849,female,
9850,male,250.0
9851,female,433.0
9852,male,
9853,male,
9854,male,
9855,female,
9856,male,
9857,female,
9858,male,
9859,female,
9860,male,223.0
9861,female,149.0
9862,female,
9863,male,688.0
9864,female,156.0
9865,female,
9866,male,
9867,male,241.0
9868,female,163.0
9869,male,1283.0
9870,female,
9871,female,
9872,male,573.0
9873,female,
9874,male,
9875,male,347.0
9876,female,
9877,female,
9878,female,
9879,female,
9880,female,250.0
9881,female,237.0
9882,female,204.0
9883,male,367.0
9884,female,
9885,female,
9886,male,
9887,male,528.0
9888,female,150.0
9889,female,
9890,male,
9891,male,642.0
9892,female,
9893,female,
9894,male,
9895,male,843.0
9896,female,153.0
9897,male,
9898,female,
9899,male,758.0
9900,female,
9901,female,
9902,male,
9903,male,
9904,female,223.0
9905,female,222.0
9906,female,
9907,male,
9908,female,
9909,male,
9910,female,
9911,male,
9912,female,
9913,female,
9914,male,
9915,female,609.0
9916,male,
9917,male,680.0
9918,female,
9919,female,
9920,female,
9921,male,
9922,male,602.0
9923,female,130.0
9924,female,
9925,female,
9926,male,
9927,male,
9928,female,170.0
9929,male,90.0
9930,male,308.0
9931,female,
9932,female,
9933,female,
9934,female,
9935,female,50.0
9936,male,250.0
9937,female,150.0
9938,female,30.0
9939,male,
9940,male,
9941,female,
9942,male,
9943,female,
9944,male,
9945,female,
9946,female,
9947,female,
9948,male,
9949,female,
9950,male,
9951,female,
9952,male,
9953,female,
9954,female,
9955,male,
9956,female,
9957,female,
9958,female,188.0
9959,female,
9960,male,
9961,female,
9962,female,
9963,female,
9964,female,
9965,male,826.0
9966,female,
9967,female,
9968,female,
9969,male,
9970,female,
9971,female,
9972,female,
9973,female,
9974,female,
9975,female,298.0
9976,female,
9977,male,352.0
9978,female,
9979,female,
9980,male,
9981,male,182.0
9982,female,197.0
9983,female,
9984,male,
9985,male,
9986,female,85.0
9987,male,
9988,female,
9989,male,
9990,female,
9991,male,
9992,female,
9993,male,
9994,female,
9995,male,
9996,female,
9997,male,
9998,female,
9999,female,
10000,female,
10001,female,30.0
10002,male,390.0
10003,male,
10004,female,
10005,female,
10006,male,458.0
10007,female,
10008,male,
10009,male,
10010,female,183.0
10011,male,
10012,female,
10013,male,261.0
10014,female,89.0
10015,male,
10016,female,
10017,female,
10018,male,250.0
10019,female,70.0
10020,male,150.0
10021,female,
10022,male,
10023,female,
10024,male,
10025,female,80.0
10026,male,
10027,male,
10028,male,207.0
10029,female,350.0
10030,female,
10031,female,
10032,male,606.0
10033,female,130.0
10034,female,
10035,male,
10036,male,
10037,female,
10038,female,
10039,female,150.0
10040,female,
10041,male,
10042,female,
10043,male,
10044,male,
10045,male,
10046,female,
10047,female,
10048,male,
10049,female,
10050,female,197.0
10051,male,466.0
10052,female,
10053,female,
10054,male,
10055,male,
10056,female,
10057,female,
10058,female,
10059,male,
10060,female,
10061,male,
10062,male,
10063,male,
10064,female,
10065,male,
10066,female,
10067,male,673.0
10068,female,200.0
10069,female,
10070,male,
10071,male,
10072,female,
10073,female,
10074,male,
10075,female,
10076,female,
10077,male,
10078,female,
10079,male,
10080,female,
10081,female,
10082,male,158.0
10083,female,
10084,male,
10085,female,
10086,male,45.0
10087,female,
10088,female,
10089,male,
10090,female,200.0
10091,male,
10092,female,
10093,female,
10094,male,
10095,female,102.0
10096,female,
10097,male,747.0
10098,female,234.0
10099,female,
10100,male,
10101,female,27.0
10102,female,
10103,female,27.0
10104,female,140.0
10105,male,443.0
10106,female,399.0
10107,male,
10108,female,
10109,male,436.0
10110,female,
10111,female,
10112,male,
10113,female,150.0
10114,female,415.0
10115,male,412.0
10116,female,
10117,male,
10118,male,
10119,female,
10120,male,455.0
10121,female,174.0
10122,female,128.0
10123,female,
10124,female,
10125,male,
10126,female,190.0
10127,female,
10128,female,
10129,male,
10130,female,
10131,male,168.0
10132,male,
10133,female,
10134,male,
10135,female,
10136,male,45.0
10137,female,
10138,male,
10139,female,
10140,male,
10141,female,
10142,male,208.0
10143,female,
10144,male,
10145,male,
10146,female,
10147,male,
10148,female,
10149,male,
10150,female,
10151,female,
10152,female,
10153,female,
10154,male,
10155,female,
10156,female,
10157,male,313.0
10158,female,
10159,male,
10160,female,
10161,female,163.0
10162,female,
10163,female,
10164,male,580.0
10165,female,
10166,male,
10167,female,
10168,female,
10169,male,
10170,female,
10171,female,
10172,male,
10173,female,
10174,female,
10175,male,
10176,female,
10177,male,
10178,male,
10179,female,
10180,male,
10181,female,
10182,male,
10183,female,
10184,male,
10185,female,
10186,female,
10187,female,
10188,female,
10189,female,
10190,female,
10191,male,
10192,male,
10193,male,
10194,female,
10195,male,
10196,female,
10197,male,
10198,female,
10199,female,
10200,female,
10201,female,
10202,female,
10203,female,
10204,female,90.0
10205,female,
10206,male,
10207,female,27.0
10208,female,
10209,female,
10210,female,
10211,male,
10212,female,105.0
10213,female,
10214,male,
10215,female,56.0
10216,male,
10217,female,106.0
10218,male,
10219,female,
10220,female,
10221,female,
10222,female,
10223,female,
10224,male,
10225,female,
10226,male,
10227,female,
10228,female,
10229,female,40.0
10230,male,212.0
10231,female,
10232,male,
10233,female,
10234,female,
10235,male,
10236,female,42.0
10237,male,113.0
10238,female,
10239,male,110.0
10240,female,
10241,female,
10242,female,
10243,male,434.0
10244,male,
10245,female,
10246,male,
10247,female,
10248,male,
10249,female,
10250,male,
10251,female,
10252,male,
10253,female,
10254,male,
10255,male,
10256,female,
10257,male,
10258,female,
10259,female,
10260,male,247.0
10261,female,180.0
10262,male,
10263,male,140.0
10264,female,
10265,male,113.0
10266,female,
10267,male,
10268,female,
10269,male,
10270,male,
10271,female,
10272,male,
10273,female,
10274,female,
10275,male,
10276,female,
10277,male,
10278,female,
10279,male,
10280,female,
10281,male,
10282,female,
10283,female,
10284,female,183.0
10285,male,
10286,female,27.0
10287,male,
10288,female,
10289,female,
10290,female,
10291,male,610.0
10292,female,308.0
10293,female,
10294,male,295.0
10295,male,
10296,female,
10297,male,
10298,female,150.0
10299,female,
10300,male,276.0
10301,female,
10302,male,
10303,male,215.0
10304,female,
10305,female,
10306,female,
10307,male,
10308,male,
10309,male,
10310,female,
10311,female,27.0
10312,male,
10313,female,
10314,male,
10315,female,
10316,female,
10317,female,
10318,male,
10319,female,
10320,male,
10321,male,
10322,female,
10323,male,748.0
10324,female,260.0
10325,female,
10326,male,336.0
10327,male,
10328,male,
10329,male,375.0
10330,female,
10331,male,
10332,male,
10333,female,
10334,male,
10335,female,
10336,female,
10337,male,
10338,female,
10339,male,20.0
10340,male,
10341,female,
10342,male,
10343,female,
10344,male,
10345,female,
10346,male,
10347,female,
10348,male,
10349,male,360.0
10350,female,260.0
10351,male,
10352,female,
10353,female,
10354,male,
10355,female,
10356,male,
10357,female,
10358,female,
10359,male,
10360,male,
10361,female,
10362,male,
10363,female,
10364,female,
10365,female,
10366,female,
10367,female,
10368,female,
10369,female,
10370,male,
10371,female,
10372,male,
10373,female,169.0
10374,female,
10375,male,
10376,male,
10377,female,
10378,male,336.0
10379,male,
10380,female,
10381,female,
10382,male,
10383,female,
10384,female,
10385,female,
10386,male,
10387,female,
10388,female,
10389,female,
10390,male,
10391,female,
10392,male,
10393,male,
10394,female,
10395,male,
10396,female,
10397,female,24.0
10398,female,
10399,female,230.0
10400,female,
10401,male,
10402,female,
10403,female,200.0
10404,male,
10405,female,
10406,female,
10407,male,
10408,female,
10409,female,
10410,male,198.0
10411,female,60.0
10412,male,205.0
10413,male,
10414,male,
10415,male,
10416,female,
10417,male,323.0
10418,male,200.0
10419,male,
10420,female,
10421,male,
10422,male,
10423,female,
10424,male,280.0
10425,female,
10426,male,
10427,male,
10428,female,
10429,male,200.0
10430,female,
10431,female,
10432,male,
10433,female,
10434,female,
10435,female,27.0
10436,male,
10437,female,
10438,male,
10439,female,
10440,male,
10441,female,
10442,female,
10443,male,
10444,female,
10445,female,
10446,female,20.0
10447,male,
10448,female,
10449,female,
10450,female,
10451,male,
10452,male,
10453,female,
10454,female,
10455,female,
10456,male,
10457,female,
10458,female,
10459,female,
10460,female,
10461,female,
10462,female,
10463,female,
10464,female,
10465,male,
10466,male,
10467,female,
10468,male,453.0
10469,male,
10470,female,130.0
10471,female,
10472,male,
10473,male,783.0
10474,female,261.0
10475,female,
10476,male,683.0
10477,female,
10478,female,
10479,male,
10480,male,
10481,female,137.0
10482,male,
10483,male,353.0
10484,female,
10485,male,
10486,female,
10487,female,0.0
10488,male,430.0
10489,male,
10490,male,
10491,male,
10492,female,287.0
10493,male,310.0
10494,female,
10495,male,286.0
10496,female,
10497,male,
10498,female,
10499,male,310.0
10500,female,625.0
10501,male,
10502,male,391.0
10503,female,
10504,female,
10505,female,150.0
10506,male,515.0
10507,female,452.0
10508,male,
10509,female,
10510,female,
10511,male,
10512,female,
10513,male,465.0
10514,female,606.0
10515,male,
10516,male,
10517,male,152.0
10518,female,
10519,male,749.0
10520,female,
10521,male,
10522,female,364.0
10523,male,485.0
10524,male,
10525,female,375.0
10526,female,
10527,female,92.0
10528,male,
10529,female,53.0
10530,male,
10531,female,210.0
10532,female,224.0
10533,female,217.0
10534,male,595.0
10535,female,278.0
10536,female,
10537,male,
10538,female,
10539,male,
10540,male,
10541,male,559.0
10542,female,
10543,female,
10544,male,
10545,male,220.0
10546,female,102.0
10547,male,
10548,female,
10549,male,295.0
10550,female,
10551,male,
10552,male,317.0
10553,female,150.0
10554,male,
10555,male,
10556,female,
10557,male,413.0
10558,female,
10559,female,243.0
10560,female,27.0
10561,male,702.0
10562,female,567.0
10563,male,
10564,female,
10565,male,
10566,female,178.0
10567,female,72.0
10568,female,
10569,male,754.0
10570,female,
10571,male,
10572,female,
10573,male,
10574,female,
10575,male,276.0
10576,female,
10577,female,180.0
10578,male,228.0
10579,male,802.0
10580,female,441.0
10581,female,
10582,male,
10583,male,673.0
10584,female,
10585,female,
10586,male,
10587,male,476.0
10588,female,
10589,male,
10590,male,
10591,female,
10592,male,
10593,female,
10594,male,1000.0
10595,female,90.0
10596,male,
10597,male,
10598,male,
10599,female,
10600,male,
10601,female,
10602,male,
10603,female,
10604,male,298.0
10605,male,610.0
10606,female,
10607,female,235.0
10608,male,200.0
10609,female,
10610,male,402.0
10611,male,
10612,female,
10613,female,196.0
10614,male,162.0
10615,male,710.0
10616,female,
10617,female,375.0
10618,male,641.0
10619,male,
10620,female,0.0
10621,male,518.0
10622,male,
10623,male,608.0
10624,female,
10625,female,242.0
10626,female,242.0
10627,male,
10628,female,
10629,male,
10630,male,
10631,female,
10632,male,310.0
10633,female,270.0
10634,female,
10635,female,
10636,female,
10637,female,
10638,male,
10639,female,
10640,male,130.0
10641,female,
10642,male,
10643,female,
10644,female,189.0
10645,male,
10646,male,
10647,male,
10648,male,
10649,male,
10650,male,429.0
10651,female,210.0
10652,female,
10653,female,
10654,female,27.0
10655,female,107.0
10656,male,210.0
10657,female,
10658,male,129.0
10659,male,
10660,male,468.0
10661,female,
10662,male,
10663,female,
10664,female,
10665,male,278.0
10666,female,100.0
10667,female,310.0
10668,female,187.0
10669,male,283.0
10670,male,354.0
10671,female,44.0
10672,male,240.0
10673,female,241.0
10674,female,311.0
10675,female,438.0
10676,male,250.0
10677,male,
10678,male,
10679,male,
10680,female,213.0
10681,male,
10682,male,300.0
10683,male,27.0
10684,female,
10685,male,
10686,female,
10687,female,130.0
10688,male,
10689,female,
10690,male,
10691,female,
10692,male,
10693,male,200.0
10694,female,
10695,female,
10696,male,
10697,female,
10698,female,
10699,male,566.0
10700,female,582.0
10701,male,
10702,male,659.0
10703,female,
10704,male,
10705,male,
10706,male,
10707,male,605.0
10708,female,193.0
10709,male,
10710,female,27.0
10711,female,
10712,male,336.0
10713,male,360.0
10714,female,191.0
10715,male,
10716,female,
10717,female,
10718,male,722.0
10719,female,
10720,male,
10721,male,
10722,male,429.0
10723,female,356.0
10724,male,
10725,male,
10726,male,604.0
10727,female,419.0
10728,male,
10729,male,
10730,male,281.0
10731,female,243.0
10732,male,
10733,male,489.0
10734,female,318.0
10735,male,
10736,female,
10737,male,
10738,female,157.0
10739,male,262.0
10740,female,120.0
10741,male,
10742,female,379.0
10743,male,139.0
10744,female,
10745,male,533.0
10746,female,
10747,female,
10748,female,
10749,male,360.0
10750,male,
10751,male,
10752,male,
10753,male,210.0
10754,female,187.0
10755,male,186.0
10756,female,110.0
10757,male,243.0
10758,female,583.0
10759,female,
10760,female,
10761,male,
10762,female,
10763,female,
10764,male,
10765,female,
10766,male,313.0
10767,female,193.0
10768,female,
10769,male,
10770,female,
10771,female,
10772,male,230.0
